station_code,valid_from,valid_to,segment_number,n_segments_reported,curve_type,equation_type,stage_min_cm,stage_max_cm,table_stage_step_cm,coefficient_a,coefficient_h0_m,coefficient_n,consistency_level,rating_curve_id,valid_from_dt,valid_to_dt
74500000,2013-01-01 00:00:00.0,2023-12-31 00:00:00.0,1,3,1,1,-40.0,496.0,1.0,236.3946,-0.89,1.69,2,74500000_2013-01-01 00:00:00.0_2023-12-31 00:00:00.0,2013-01-01,2023-12-31
74500000,2013-01-01 00:00:00.0,2023-12-31 00:00:00.0,2,3,1,1,496.0,1651.0,1.0,338.7205,-2.03,1.35,2,74500000_2013-01-01 00:00:00.0_2023-12-31 00:00:00.0,2013-01-01,2023-12-31
74500000,2013-01-01 00:00:00.0,2023-12-31 00:00:00.0,3,3,1,1,1651.0,3150.0,1.0,297.4145,-1.82,1.4,2,74500000_2013-01-01 00:00:00.0_2023-12-31 00:00:00.0,2013-01-01,2023-12-31
74500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,3,1,1,-50.0,420.0,,166.1605,-1.21,1.837,1,74500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
74550000,2015-05-15 00:00:00.0,2024-12-31 00:00:00.0,1,2,1,1,5.0,188.0,5.0,56.806,0.07,1.889,1,74550000_2015-05-15 00:00:00.0_2024-12-31 00:00:00.0,2015-05-15,2024-12-31
74550000,2015-05-15 00:00:00.0,2024-12-31 00:00:00.0,2,2,1,1,188.0,355.0,5.0,39.8368,-0.41,1.791,1,74550000_2015-05-15 00:00:00.0_2024-12-31 00:00:00.0,2015-05-15,2024-12-31
74720000,2018-12-01 00:00:00.0,2023-12-31 00:00:00.0,1,2,1,1,100.0,1012.0,1.0,498.762,0.49,1.495,2,74720000_2018-12-01 00:00:00.0_2023-12-31 00:00:00.0,2018-12-01,2023-12-31
74720000,2018-12-01 00:00:00.0,2023-12-31 00:00:00.0,2,2,1,1,1012.0,1700.0,1.0,156.0105,-1.49,1.855,2,74720000_2018-12-01 00:00:00.0_2023-12-31 00:00:00.0,2018-12-01,2023-12-31
74720000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,1,1,1,100.0,1950.0,1.0,433.6873,0.4,1.55,1,74720000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
74800000,1983-01-01 00:00:00.0,1990-12-31 00:00:00.0,1,3,1,1,10.0,153.0,1.0,1027.6512,-0.25,1.2,2,74800000_1983-01-01 00:00:00.0_1990-12-31 00:00:00.0,1983-01-01,1990-12-31
74800000,1983-01-01 00:00:00.0,1990-12-31 00:00:00.0,2,3,1,1,153.0,463.0,1.0,1683.028,0.35,1.2,2,74800000_1983-01-01 00:00:00.0_1990-12-31 00:00:00.0,1983-01-01,1990-12-31
74800000,1983-01-01 00:00:00.0,1990-12-31 00:00:00.0,3,3,1,1,463.0,1850.0,1.0,724.2797,-2.17,1.35,2,74800000_1983-01-01 00:00:00.0_1990-12-31 00:00:00.0,1983-01-01,1990-12-31
74800000,2012-01-01 00:00:00.0,2023-12-31 00:00:00.0,1,3,1,1,10.0,147.0,1.0,764.8812,-0.3,1.658,2,74800000_2012-01-01 00:00:00.0_2023-12-31 00:00:00.0,2012-01-01,2023-12-31
74800000,2012-01-01 00:00:00.0,2023-12-31 00:00:00.0,2,3,1,1,147.0,499.0,1.0,1547.4809,0.25,1.22,2,74800000_2012-01-01 00:00:00.0_2023-12-31 00:00:00.0,2012-01-01,2023-12-31
74800000,2012-01-01 00:00:00.0,2023-12-31 00:00:00.0,3,3,1,1,499.0,1850.0,1.0,724.2797,-2.17,1.35,2,74800000_2012-01-01 00:00:00.0_2023-12-31 00:00:00.0,2012-01-01,2023-12-31
75181000,2012-04-01 00:00:00.0,2017-06-09 00:00:00.0,1,2,1,1,40.0,193.0,1.0,55.2293,0.32,1.68,1,75181000_2012-04-01 00:00:00.0_2017-06-09 00:00:00.0,2012-04-01,2017-06-09
75181000,2012-04-01 00:00:00.0,2017-06-09 00:00:00.0,2,2,1,1,193.0,1000.0,1.0,51.85,0.0,1.31,1,75181000_2012-04-01 00:00:00.0_2017-06-09 00:00:00.0,2012-04-01,2017-06-09
75181000,2017-06-10 00:00:00.0,2021-10-15 00:00:00.0,1,2,1,1,40.0,195.0,1.0,61.9589,0.31,1.41,1,75181000_2017-06-10 00:00:00.0_2021-10-15 00:00:00.0,2017-06-10,2021-10-15
75181000,2017-06-10 00:00:00.0,2021-10-15 00:00:00.0,2,2,1,1,195.0,1000.0,1.0,51.85,0.0,1.31,1,75181000_2017-06-10 00:00:00.0_2021-10-15 00:00:00.0,2017-06-10,2021-10-15
75181000,2021-10-16 00:00:00.0,2023-12-31 00:00:00.0,1,2,1,1,40.0,211.0,1.0,57.0,0.37,1.6,1,75181000_2021-10-16 00:00:00.0_2023-12-31 00:00:00.0,2021-10-16,2023-12-31
75181000,2021-10-16 00:00:00.0,2023-12-31 00:00:00.0,2,2,1,1,211.0,1000.0,1.0,51.85,0.0,1.31,1,75181000_2021-10-16 00:00:00.0_2023-12-31 00:00:00.0,2021-10-16,2023-12-31
75230000,1941-11-01 00:00:00.0,1945-07-27 00:00:00.0,1,3.0,1,1,30.0,68.0,1.0,73.387,0.06,1.803,2,75230000_1941-11-01 00:00:00.0_1945-07-27 00:00:00.0,1941-11-01,1945-07-27
75230000,1941-11-01 00:00:00.0,1945-07-27 00:00:00.0,2,3.0,1,1,68.0,292.0,1.0,48.0,-0.13,2.08,2,75230000_1941-11-01 00:00:00.0_1945-07-27 00:00:00.0,1941-11-01,1945-07-27
75230000,1941-11-01 00:00:00.0,1945-07-27 00:00:00.0,3,3.0,1,1,292.0,400.0,1.0,73.387,0.06,1.803,2,75230000_1941-11-01 00:00:00.0_1945-07-27 00:00:00.0,1941-11-01,1945-07-27
75230000,1945-07-28 00:00:00.0,1956-10-17 00:00:00.0,1,,1,1,40.0,550.0,1.0,73.387,0.06,1.803,2,75230000_1945-07-28 00:00:00.0_1956-10-17 00:00:00.0,1945-07-28,1956-10-17
75230000,1956-10-18 00:00:00.0,1965-12-22 00:00:00.0,1,3.0,1,1,60.0,64.0,1.0,50.7171,-0.01,2.006,2,75230000_1956-10-18 00:00:00.0_1965-12-22 00:00:00.0,1956-10-18,1965-12-22
75230000,1956-10-18 00:00:00.0,1965-12-22 00:00:00.0,2,3.0,1,1,64.0,192.0,1.0,55.6318,0.02,2.0,2,75230000_1956-10-18 00:00:00.0_1965-12-22 00:00:00.0,1956-10-18,1965-12-22
75230000,1956-10-18 00:00:00.0,1965-12-22 00:00:00.0,3,3.0,1,1,192.0,500.0,1.0,115.9967,0.51,1.6,2,75230000_1956-10-18 00:00:00.0_1965-12-22 00:00:00.0,1956-10-18,1965-12-22
75230000,1965-12-23 00:00:00.0,2007-11-02 00:00:00.0,1,2.0,1,1,60.0,624.0,1.0,50.7171,-0.01,2.006,2,75230000_1965-12-23 00:00:00.0_2007-11-02 00:00:00.0,1965-12-23,2007-11-02
75230000,1965-12-23 00:00:00.0,2007-11-02 00:00:00.0,2,2.0,1,1,624.0,1200.0,1.0,133.6432,0.81,1.6,2,75230000_1965-12-23 00:00:00.0_2007-11-02 00:00:00.0,1965-12-23,2007-11-02
75230000,2007-11-03 00:00:00.0,2015-12-25 00:00:00.0,1,4.0,1,1,60.0,388.0,1.0,62.0,0.17,1.9,2,75230000_2007-11-03 00:00:00.0_2015-12-25 00:00:00.0,2007-11-03,2015-12-25
75230000,2007-11-03 00:00:00.0,2015-12-25 00:00:00.0,2,4.0,1,1,388.0,505.0,1.0,145.0053,1.09,1.6,2,75230000_2007-11-03 00:00:00.0_2015-12-25 00:00:00.0,2007-11-03,2015-12-25
75230000,2007-11-03 00:00:00.0,2015-12-25 00:00:00.0,3,4.0,1,1,505.0,624.0,1.0,50.7171,-0.01,2.006,2,75230000_2007-11-03 00:00:00.0_2015-12-25 00:00:00.0,2007-11-03,2015-12-25
75230000,2007-11-03 00:00:00.0,2015-12-25 00:00:00.0,4,4.0,1,1,624.0,1200.0,1.0,133.6432,0.81,1.6,2,75230000_2007-11-03 00:00:00.0_2015-12-25 00:00:00.0,2007-11-03,2015-12-25
75230000,2015-12-26 00:00:00.0,2020-07-10 00:00:00.0,1,4.0,1,1,70.0,337.0,1.0,92.7855,0.38,1.589,2,75230000_2015-12-26 00:00:00.0_2020-07-10 00:00:00.0,2015-12-26,2020-07-10
75230000,2015-12-26 00:00:00.0,2020-07-10 00:00:00.0,2,4.0,1,1,337.0,510.0,1.0,40.6171,-0.2,2.017,2,75230000_2015-12-26 00:00:00.0_2020-07-10 00:00:00.0,2015-12-26,2020-07-10
75230000,2015-12-26 00:00:00.0,2020-07-10 00:00:00.0,3,4.0,1,1,510.0,672.0,1.0,22.9444,0.02,2.421,2,75230000_2015-12-26 00:00:00.0_2020-07-10 00:00:00.0,2015-12-26,2020-07-10
75230000,2015-12-26 00:00:00.0,2020-07-10 00:00:00.0,4,4.0,1,1,672.0,1200.0,1.0,133.6793,0.81,1.6,2,75230000_2015-12-26 00:00:00.0_2020-07-10 00:00:00.0,2015-12-26,2020-07-10
75230000,2020-07-11 00:00:00.0,2023-12-31 00:00:00.0,1,5.0,1,1,60.0,181.0,1.0,88.3818,0.38,1.67,2,75230000_2020-07-11 00:00:00.0_2023-12-31 00:00:00.0,2020-07-11,2023-12-31
75230000,2020-07-11 00:00:00.0,2023-12-31 00:00:00.0,2,5.0,1,1,181.0,242.0,1.0,92.0,0.39,1.589,2,75230000_2020-07-11 00:00:00.0_2023-12-31 00:00:00.0,2020-07-11,2023-12-31
75230000,2020-07-11 00:00:00.0,2023-12-31 00:00:00.0,3,5.0,1,1,242.0,510.0,1.0,40.6149,-0.2,2.017,2,75230000_2020-07-11 00:00:00.0_2023-12-31 00:00:00.0,2020-07-11,2023-12-31
75230000,2020-07-11 00:00:00.0,2023-12-31 00:00:00.0,4,5.0,1,1,510.0,672.0,1.0,22.9439,0.02,2.421,2,75230000_2020-07-11 00:00:00.0_2023-12-31 00:00:00.0,2020-07-11,2023-12-31
75230000,2020-07-11 00:00:00.0,2023-12-31 00:00:00.0,5,5.0,1,1,672.0,1200.0,1.0,133.6793,0.81,1.6,2,75230000_2020-07-11 00:00:00.0_2023-12-31 00:00:00.0,2020-07-11,2023-12-31
75230000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,5.0,1,1,60.0,181.0,1.0,88.3818,0.38,1.67,1,75230000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75230000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,5.0,1,1,181.0,242.0,1.0,92.0,0.39,1.589,1,75230000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75230000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,3,5.0,1,1,242.0,510.0,1.0,40.6149,-0.2,2.017,1,75230000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75230000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,4,5.0,1,1,510.0,672.0,1.0,22.9439,0.02,2.421,1,75230000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75230000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,5,5.0,1,1,672.0,1200.0,1.0,133.6793,0.81,1.6,1,75230000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75290000,2003-03-01 00:00:00.0,2023-12-31 00:00:00.0,1,2,1,1,20.0,80.0,5.0,93.3419,0.17,1.588,2,75290000_2003-03-01 00:00:00.0_2023-12-31 00:00:00.0,2003-03-01,2023-12-31
75290000,2003-03-01 00:00:00.0,2023-12-31 00:00:00.0,2,2,1,1,80.0,600.0,5.0,94.1182,0.25,1.223,2,75290000_2003-03-01 00:00:00.0_2023-12-31 00:00:00.0,2003-03-01,2023-12-31
75500000,1941-11-01 00:00:00.0,1946-05-21 00:00:00.0,1,4,1,1,30.0,104.0,1.0,30.0,0.03,1.6,2,75500000_1941-11-01 00:00:00.0_1946-05-21 00:00:00.0,1941-11-01,1946-05-21
75500000,1941-11-01 00:00:00.0,1946-05-21 00:00:00.0,2,4,1,1,104.0,320.0,1.0,49.7,0.35,1.314,2,75500000_1941-11-01 00:00:00.0_1946-05-21 00:00:00.0,1941-11-01,1946-05-21
75500000,1941-11-01 00:00:00.0,1946-05-21 00:00:00.0,3,4,1,1,320.0,789.0,1.0,40.5706,0.31,1.488,2,75500000_1941-11-01 00:00:00.0_1946-05-21 00:00:00.0,1941-11-01,1946-05-21
75500000,1941-11-01 00:00:00.0,1946-05-21 00:00:00.0,4,4,1,1,789.0,900.0,1.0,31.6,0.2,1.6,2,75500000_1941-11-01 00:00:00.0_1946-05-21 00:00:00.0,1941-11-01,1946-05-21
75500000,1946-05-22 00:00:00.0,1958-12-18 00:00:00.0,1,4,1,1,10.0,101.0,1.0,27.0,-0.02,1.95,2,75500000_1946-05-22 00:00:00.0_1958-12-18 00:00:00.0,1946-05-22,1958-12-18
75500000,1946-05-22 00:00:00.0,1958-12-18 00:00:00.0,2,4,1,1,101.0,455.0,1.0,31.0,0.06,1.58,2,75500000_1946-05-22 00:00:00.0_1958-12-18 00:00:00.0,1946-05-22,1958-12-18
75500000,1946-05-22 00:00:00.0,1958-12-18 00:00:00.0,3,4,1,1,455.0,907.0,1.0,31.65,0.2,1.6,2,75500000_1946-05-22 00:00:00.0_1958-12-18 00:00:00.0,1946-05-22,1958-12-18
75500000,1946-05-22 00:00:00.0,1958-12-18 00:00:00.0,4,4,1,1,907.0,1200.0,1.0,83.5511,4.23,1.6,2,75500000_1946-05-22 00:00:00.0_1958-12-18 00:00:00.0,1946-05-22,1958-12-18
75500000,1958-12-19 00:00:00.0,1977-06-28 00:00:00.0,1,4,1,1,60.0,121.0,1.0,55.0,0.56,1.3,2,75500000_1958-12-19 00:00:00.0_1977-06-28 00:00:00.0,1958-12-19,1977-06-28
75500000,1958-12-19 00:00:00.0,1977-06-28 00:00:00.0,2,4,1,1,121.0,556.0,1.0,29.0,0.16,1.56,2,75500000_1958-12-19 00:00:00.0_1977-06-28 00:00:00.0,1958-12-19,1977-06-28
75500000,1958-12-19 00:00:00.0,1977-06-28 00:00:00.0,3,4,1,1,556.0,906.0,1.0,38.4854,1.22,1.6,2,75500000_1958-12-19 00:00:00.0_1977-06-28 00:00:00.0,1958-12-19,1977-06-28
75500000,1958-12-19 00:00:00.0,1977-06-28 00:00:00.0,4,4,1,1,906.0,1250.0,1.0,83.5511,4.23,1.6,2,75500000_1958-12-19 00:00:00.0_1977-06-28 00:00:00.0,1958-12-19,1977-06-28
75500000,1977-06-29 00:00:00.0,1981-02-03 00:00:00.0,1,4,1,1,70.0,120.0,1.0,37.0,0.35,1.2,2,75500000_1977-06-29 00:00:00.0_1981-02-03 00:00:00.0,1977-06-29,1981-02-03
75500000,1977-06-29 00:00:00.0,1981-02-03 00:00:00.0,2,4,1,1,120.0,594.0,1.0,30.5,0.2,1.6,2,75500000_1977-06-29 00:00:00.0_1981-02-03 00:00:00.0,1977-06-29,1981-02-03
75500000,1977-06-29 00:00:00.0,1981-02-03 00:00:00.0,3,4,1,1,594.0,906.0,1.0,33.7338,0.55,1.6,2,75500000_1977-06-29 00:00:00.0_1981-02-03 00:00:00.0,1977-06-29,1981-02-03
75500000,1977-06-29 00:00:00.0,1981-02-03 00:00:00.0,4,4,1,1,906.0,1050.0,1.0,83.5511,4.23,1.6,2,75500000_1977-06-29 00:00:00.0_1981-02-03 00:00:00.0,1977-06-29,1981-02-03
75500000,1981-02-04 00:00:00.0,1992-05-12 00:00:00.0,1,2,1,1,60.0,907.0,1.0,31.65,0.2,1.6,2,75500000_1981-02-04 00:00:00.0_1992-05-12 00:00:00.0,1981-02-04,1992-05-12
75500000,1981-02-04 00:00:00.0,1992-05-12 00:00:00.0,2,2,1,1,907.0,1150.0,1.0,83.5511,4.23,1.6,2,75500000_1981-02-04 00:00:00.0_1992-05-12 00:00:00.0,1981-02-04,1992-05-12
75500000,1992-05-13 00:00:00.0,1996-02-09 00:00:00.0,1,3,1,1,80.0,241.0,1.0,47.0,0.56,1.3,2,75500000_1992-05-13 00:00:00.0_1996-02-09 00:00:00.0,1992-05-13,1996-02-09
75500000,1992-05-13 00:00:00.0,1996-02-09 00:00:00.0,2,3,1,1,241.0,906.0,1.0,32.3983,0.33,1.6,2,75500000_1992-05-13 00:00:00.0_1996-02-09 00:00:00.0,1992-05-13,1996-02-09
75500000,1992-05-13 00:00:00.0,1996-02-09 00:00:00.0,3,3,1,1,906.0,1000.0,1.0,83.5511,4.23,1.6,2,75500000_1992-05-13 00:00:00.0_1996-02-09 00:00:00.0,1992-05-13,1996-02-09
75500000,1996-02-10 00:00:00.0,1997-06-20 00:00:00.0,1,2,1,1,80.0,154.0,1.0,7.3148,-0.67,3.0,2,75500000_1996-02-10 00:00:00.0_1997-06-20 00:00:00.0,1996-02-10,1997-06-20
75500000,1996-02-10 00:00:00.0,1997-06-20 00:00:00.0,2,2,1,1,154.0,800.0,1.0,28.7003,-0.34,1.6,2,75500000_1996-02-10 00:00:00.0_1997-06-20 00:00:00.0,1996-02-10,1997-06-20
75500000,1997-06-21 00:00:00.0,1999-11-04 00:00:00.0,1,3,1,1,80.0,182.0,1.0,36.1101,0.24,1.601,2,75500000_1997-06-21 00:00:00.0_1999-11-04 00:00:00.0,1997-06-21,1999-11-04
75500000,1997-06-21 00:00:00.0,1999-11-04 00:00:00.0,2,3,1,1,182.0,907.0,1.0,40.56,0.31,1.495,2,75500000_1997-06-21 00:00:00.0_1999-11-04 00:00:00.0,1997-06-21,1999-11-04
75500000,1997-06-21 00:00:00.0,1999-11-04 00:00:00.0,3,3,1,1,907.0,1200.0,1.0,83.5511,4.23,1.6,2,75500000_1997-06-21 00:00:00.0_1999-11-04 00:00:00.0,1997-06-21,1999-11-04
75500000,1999-11-05 00:00:00.0,2003-10-31 00:00:00.0,1,3,1,1,70.0,561.0,1.0,41.4599,0.37,1.478,2,75500000_1999-11-05 00:00:00.0_2003-10-31 00:00:00.0,1999-11-05,2003-10-31
75500000,1999-11-05 00:00:00.0,2003-10-31 00:00:00.0,2,3,1,1,561.0,906.0,1.0,30.8109,0.05,1.6,2,75500000_1999-11-05 00:00:00.0_2003-10-31 00:00:00.0,1999-11-05,2003-10-31
75500000,1999-11-05 00:00:00.0,2003-10-31 00:00:00.0,3,3,1,1,906.0,1100.0,1.0,83.5511,4.23,1.6,2,75500000_1999-11-05 00:00:00.0_2003-10-31 00:00:00.0,1999-11-05,2003-10-31
75500000,2003-11-01 00:00:00.0,2008-10-20 00:00:00.0,1,3,1,1,60.0,93.0,1.0,34.3028,0.22,1.6,2,75500000_2003-11-01 00:00:00.0_2008-10-20 00:00:00.0,2003-11-01,2008-10-20
75500000,2003-11-01 00:00:00.0,2008-10-20 00:00:00.0,2,3,1,1,93.0,907.0,1.0,40.562,0.31,1.495,2,75500000_2003-11-01 00:00:00.0_2008-10-20 00:00:00.0,2003-11-01,2008-10-20
75500000,2003-11-01 00:00:00.0,2008-10-20 00:00:00.0,3,3,1,1,907.0,1050.0,1.0,83.5511,4.23,1.6,2,75500000_2003-11-01 00:00:00.0_2008-10-20 00:00:00.0,2003-11-01,2008-10-20
75500000,2008-10-21 00:00:00.0,2011-04-22 00:00:00.0,1,2,1,1,70.0,907.0,1.0,31.65,0.2,1.6,2,75500000_2008-10-21 00:00:00.0_2011-04-22 00:00:00.0,2008-10-21,2011-04-22
75500000,2008-10-21 00:00:00.0,2011-04-22 00:00:00.0,2,2,1,1,907.0,1050.0,1.0,83.5511,4.23,1.6,2,75500000_2008-10-21 00:00:00.0_2011-04-22 00:00:00.0,2008-10-21,2011-04-22
75500000,2011-04-23 00:00:00.0,2011-10-01 00:00:00.0,1,2,1,1,120.0,320.0,1.0,49.7,0.35,1.314,2,75500000_2011-04-23 00:00:00.0_2011-10-01 00:00:00.0,2011-04-23,2011-10-01
75500000,2011-04-23 00:00:00.0,2011-10-01 00:00:00.0,2,2,1,1,320.0,750.0,1.0,40.5706,0.31,1.488,2,75500000_2011-04-23 00:00:00.0_2011-10-01 00:00:00.0,2011-04-23,2011-10-01
75500000,2011-10-02 00:00:00.0,2012-09-20 00:00:00.0,1,2,1,1,70.0,132.0,1.0,39.6,0.35,1.405,2,75500000_2011-10-02 00:00:00.0_2012-09-20 00:00:00.0,2011-10-02,2012-09-20
75500000,2011-10-02 00:00:00.0,2012-09-20 00:00:00.0,2,2,1,1,132.0,450.0,1.0,31.65,0.2,1.6,2,75500000_2011-10-02 00:00:00.0_2012-09-20 00:00:00.0,2011-10-02,2012-09-20
75500000,2012-09-21 00:00:00.0,2019-07-26 00:00:00.0,1,4,1,1,90.0,209.0,1.0,35.2591,0.18,1.511,2,75500000_2012-09-21 00:00:00.0_2019-07-26 00:00:00.0,2012-09-21,2019-07-26
75500000,2012-09-21 00:00:00.0,2019-07-26 00:00:00.0,2,4,1,1,209.0,459.0,1.0,50.5681,0.51,1.35,2,75500000_2012-09-21 00:00:00.0_2019-07-26 00:00:00.0,2012-09-21,2019-07-26
75500000,2012-09-21 00:00:00.0,2019-07-26 00:00:00.0,3,4,1,1,459.0,907.0,1.0,31.65,0.2,1.6,2,75500000_2012-09-21 00:00:00.0_2019-07-26 00:00:00.0,2012-09-21,2019-07-26
75500000,2012-09-21 00:00:00.0,2019-07-26 00:00:00.0,4,4,1,1,907.0,1300.0,1.0,83.5511,4.23,1.6,2,75500000_2012-09-21 00:00:00.0_2019-07-26 00:00:00.0,2012-09-21,2019-07-26
75500000,2019-07-27 00:00:00.0,2023-12-31 00:00:00.0,1,4,1,1,50.0,101.0,1.0,56.588,0.45,1.25,2,75500000_2019-07-27 00:00:00.0_2023-12-31 00:00:00.0,2019-07-27,2023-12-31
75500000,2019-07-27 00:00:00.0,2023-12-31 00:00:00.0,2,4,1,1,101.0,454.0,1.0,33.9382,0.14,1.538,2,75500000_2019-07-27 00:00:00.0_2023-12-31 00:00:00.0,2019-07-27,2023-12-31
75500000,2019-07-27 00:00:00.0,2023-12-31 00:00:00.0,3,4,1,1,454.0,907.0,1.0,31.65,0.2,1.6,2,75500000_2019-07-27 00:00:00.0_2023-12-31 00:00:00.0,2019-07-27,2023-12-31
75500000,2019-07-27 00:00:00.0,2023-12-31 00:00:00.0,4,4,1,1,907.0,1300.0,1.0,83.5511,4.23,1.6,2,75500000_2019-07-27 00:00:00.0_2023-12-31 00:00:00.0,2019-07-27,2023-12-31
75500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,1,4,1,1,50.0,104.0,1.0,56.588,0.45,1.25,1,75500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,2,4,1,1,104.0,454.0,1.0,25.19,-0.05,1.739,1,75500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,3,4,1,1,454.0,907.0,1.0,30.635,-0.16,1.586,1,75500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75500000,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,4,4,1,1,907.0,1290.0,1.0,83.29,4.23,1.601,1,75500000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,2024-01-01,2026-12-31
75550000,1983-01-01 00:00:00.0,1993-12-31 00:00:00.0,1,4,1,1,-60.0,61.0,1.0,196.9395,-2.25,1.603,2,75550000_1983-01-01 00:00:00.0_1993-12-31 00:00:00.0,1983-01-01,1993-12-31
75550000,1983-01-01 00:00:00.0,1993-12-31 00:00:00.0,2,4,1,1,61.0,497.0,1.0,500.4744,-1.15,1.33,2,75550000_1983-01-01 00:00:00.0_1993-12-31 00:00:00.0,1983-01-01,1993-12-31
75550000,1983-01-01 00:00:00.0,1993-12-31 00:00:00.0,3,4,1,1,497.0,862.0,1.0,335.0,-3.05,1.35,2,75550000_1983-01-01 00:00:00.0_1993-12-31 00:00:00.0,1983-01-01,1993-12-31
75550000,1983-01-01 00:00:00.0,1993-12-31 00:00:00.0,4,4,1,1,862.0,2350.0,1.0,732.4396,0.7,1.225,2,75550000_1983-01-01 00:00:00.0_1993-12-31 00:00:00.0,1983-01-01,1993-12-31
75550000,2007-12-01 00:00:00.0,2011-08-31 00:00:00.0,1,4,1,1,-50.0,40.0,1.0,200.7471,-1.93,1.786,2,75550000_2007-12-01 00:00:00.0_2011-08-31 00:00:00.0,2007-12-01,2011-08-31
75550000,2007-12-01 00:00:00.0,2011-08-31 00:00:00.0,2,4,1,1,40.0,417.0,1.0,697.1156,-0.85,1.2,2,75550000_2007-12-01 00:00:00.0_2011-08-31 00:00:00.0,2007-12-01,2011-08-31
75550000,2007-12-01 00:00:00.0,2011-08-31 00:00:00.0,3,4,1,1,417.0,862.0,1.0,335.0,-3.05,1.35,2,75550000_2007-12-01 00:00:00.0_2011-08-31 00:00:00.0,2007-12-01,2011-08-31
75550000,2007-12-01 00:00:00.0,2011-08-31 00:00:00.0,4,4,1,1,862.0,2350.0,1.0,732.4396,0.7,1.225,2,75550000_2007-12-01 00:00:00.0_2011-08-31 00:00:00.0,2007-12-01,2011-08-31
75550000,2011-09-01 00:00:00.0,2019-06-07 00:00:00.0,1,4,1,1,-50.0,60.0,1.0,200.7471,-1.93,1.786,2,75550000_2011-09-01 00:00:00.0_2019-06-07 00:00:00.0,2011-09-01,2019-06-07
75550000,2011-09-01 00:00:00.0,2019-06-07 00:00:00.0,2,4,1,1,60.0,288.0,1.0,500.4744,-1.15,1.33,2,75550000_2011-09-01 00:00:00.0_2019-06-07 00:00:00.0,2011-09-01,2019-06-07
75550000,2011-09-01 00:00:00.0,2019-06-07 00:00:00.0,3,4,1,1,288.0,696.0,1.0,448.2195,-1.9,1.255,2,75550000_2011-09-01 00:00:00.0_2019-06-07 00:00:00.0,2011-09-01,2019-06-07
75550000,2011-09-01 00:00:00.0,2019-06-07 00:00:00.0,4,4,1,1,696.0,2350.0,1.0,732.4396,0.7,1.225,2,75550000_2011-09-01 00:00:00.0_2019-06-07 00:00:00.0,2011-09-01,2019-06-07
75550000,2019-06-08 00:00:00.0,2023-12-31 00:00:00.0,1,5,1,1,-60.0,107.0,1.0,399.2501,-1.52,1.45,2,75550000_2019-06-08 00:00:00.0_2023-12-31 00:00:00.0,2019-06-08,2023-12-31
75550000,2019-06-08 00:00:00.0,2023-12-31 00:00:00.0,2,5,1,1,107.0,312.0,1.0,363.2325,-1.75,1.422,2,75550000_2019-06-08 00:00:00.0_2023-12-31 00:00:00.0,2019-06-08,2023-12-31
75550000,2019-06-08 00:00:00.0,2023-12-31 00:00:00.0,3,5,1,1,312.0,497.0,1.0,500.4744,-1.15,1.33,2,75550000_2019-06-08 00:00:00.0_2023-12-31 00:00:00.0,2019-06-08,2023-12-31
75550000,2019-06-08 00:00:00.0,2023-12-31 00:00:00.0,4,5,1,1,497.0,862.0,1.0,335.0,-3.05,1.35,2,75550000_2019-06-08 00:00:00.0_2023-12-31 00:00:00.0,2019-06-08,2023-12-31
75550000,2019-06-08 00:00:00.0,2023-12-31 00:00:00.0,5,5,1,1,862.0,2350.0,1.0,732.4396,0.7,1.225,2,75550000_2019-06-08 00:00:00.0_2023-12-31 00:00:00.0,2019-06-08,2023-12-31
