station_code,measurement_datetime,stage_cm,discharge_m3s
70100000,2011-10-07 11:40:00,29.0,4.13
70100000,2012-01-11 09:40:00,50.0,13.7
70100000,2012-04-13 08:40:00,19.0,1.29
70100000,2012-07-12 09:51:00,54.0,11.19
70100000,2012-07-12 14:30:00,52.0,15.7
70100000,2012-07-12 14:30:00,55.0,15.7
70100000,2012-10-10 09:29:00,62.0,16.413
70100000,2013-02-20 09:43:00,77.0,25.115
70100000,2013-05-22 09:46:00,33.0,4.586
70100000,2013-09-30 09:27:00,64.0,18.46
70100000,2014-02-10 10:14:00,58.0,14.302
70100000,2014-05-28 09:53:00,66.0,19.556
70100000,2014-09-25 09:23:00,42.0,7.232
70100000,2015-02-09 09:47:00,53.0,12.3
70100000,2015-02-09 09:47:00,53.0,12.301
70100000,2015-05-15 10:11:00,53.0,12.675
70100000,2015-05-15 10:11:00,53.0,12.7
70100000,2015-09-25 08:56:00,104.0,42.741
70100000,2015-09-25 08:56:00,104.0,42.7
70100000,2016-02-17 09:44:00,44.0,8.516
70100000,2016-02-17 09:44:00,44.0,8.52
70100000,2016-06-08 10:08:00,30.0,3.549
70100000,2016-06-08 10:08:00,30.0,3.55
70100000,2016-09-21 09:31:00,31.0,4.2
70100000,2017-03-08 09:02:00,76.0,23.6
70100000,2017-03-08 09:02:00,76.0,23.627
70100000,2017-06-22 11:35:00,40.0,6.687
70100000,2017-06-22 11:35:00,40.0,6.69
70100000,2017-07-12 09:57:00,27.0,3.047
70100000,2017-07-12 09:57:00,27.0,3.05
70100000,2017-11-28 09:52:00,26.0,3.51
70100000,2017-11-28 09:52:00,26.0,3.5063
70100000,2018-01-24 09:05:00,80.0,27.982
70100000,2018-01-24 09:05:00,80.0,28.0
70100000,2018-06-23 10:03:00,29.0,3.554
70100000,2018-06-23 10:03:00,29.0,3.55
70100000,2018-07-12 09:41:00,46.0,9.098
70100000,2018-07-12 09:41:00,46.0,9.1
70100000,2018-10-19 08:59:00,46.0,9.252
70100000,2018-10-19 08:59:00,46.0,9.25
70100000,2019-02-25 08:37:00,43.0,8.29
70100000,2019-02-25 08:37:00,43.0,8.292
70100000,2019-05-21 10:49:00,51.0,10.888
70100000,2019-05-21 10:49:00,51.0,10.9
70100000,2019-05-21 11:18:00,51.0,11.5
70100000,2019-07-25 09:20:00,32.0,4.1
70100000,2019-07-25 09:20:00,32.0,4.102
70100000,2019-10-23 09:05:00,34.0,5.2
70100000,2019-10-23 09:05:00,34.0,5.196
70100000,2020-02-19 08:50:00,33.0,4.66
70100000,2022-03-16 09:08:00,94.0,36.533
70100000,2022-03-16 09:08:00,94.0,36.5
70100000,2022-06-03 14:02:00,68.0,20.184
70100000,2022-06-03 14:02:00,68.0,20.2
70100000,2022-09-18 10:35:00,38.0,5.85
70100000,2022-09-18 10:35:00,38.0,5.8
70100000,2022-09-18 10:35:00,38.0,5.847
70100000,2023-02-01 08:59:00,115.0,56.4
70100000,2023-05-23 09:34:00,27.0,2.988
70100000,2023-05-23 09:34:00,27.0,2.99
70100000,2023-07-20 09:35:00,49.0,10.534
70100000,2023-07-20 09:35:00,49.0,10.5
70100000,2023-10-25 09:18:00,51.0,11.833
70100000,2024-02-21 09:10:00,59.0,14.439
70100000,2024-07-31 09:23:00,46.0,9.091
70100000,2024-10-16 10:07:00,56.0,12.8
70100000,2025-05-13 11:07:00,28.0,2.998
70100000,2025-10-24 09:16:00,36.0,5.0433
70100000,2026-03-04 11:09:00,36.0,4.9
70200000,2000-04-07 07:00:00,50.0,17.5
70200000,2000-07-19 07:00:00,81.0,38.4
70200000,2000-09-21 07:00:00,141.0,128.57
70200000,2000-09-21 07:00:00,141.0,129.0
70200000,2000-12-12 07:00:00,52.0,2.4
70200000,2000-12-12 07:00:00,52.0,22.4
70200000,2001-06-15 07:00:00,56.0,22.1
70200000,2001-09-13 11:00:00,110.0,73.7
70200000,2001-12-12 10:15:00,142.0,138.0
70200000,2002-05-01 10:45:00,76.0,39.4
70200000,2002-08-15 08:40:00,98.0,67.3
70200000,2002-11-06 10:15:00,180.0,215.0
70200000,2003-02-08 12:00:00,248.0,326.0
70200000,2003-04-23 09:30:00,48.0,12.6
70200000,2003-09-02 08:00:00,45.0,8.05
70200000,2003-12-01 08:00:00,53.0,6.15
70200000,2004-09-07 07:50:00,44.0,12.3
70200000,2004-11-25 07:40:00,55.0,19.2
70200000,2005-07-21 13:30:00,87.0,52.7
70200000,2005-10-18 13:00:00,276.5,474.0
70200000,2006-08-30 09:30:00,64.0,31.8
70200000,2007-07-04 09:32:00,55.0,19.7
70200000,2007-08-11 09:00:00,95.0,60.1
70200000,2007-11-08 09:00:00,95.0,60.1
70200000,2008-05-08 09:30:00,130.5,116.0
70200000,2008-09-03 09:30:00,54.0,23.8
70200000,2008-12-03 09:35:00,83.5,44.7
70200000,2009-07-29 13:05:00,69.0,29.3
70200000,2009-10-26 15:38:00,79.0,41.9
70200000,2010-03-10 10:00:00,122.5,99.8
70200000,2010-05-01 09:25:00,118.0,88.9
70200000,2010-09-24 09:46:00,270.0,478.1
70200000,2010-12-10 09:58:00,74.0,35.7
70200000,2011-04-01 09:30:00,146.5,142.0
70200000,2011-07-09 09:55:00,95.5,46.7
70200000,2011-09-15 08:44:00,101.5,67.2
70200000,2011-12-03 09:30:00,48.5,18.4
70200000,2012-03-29 09:36:00,43.0,11.7
70200000,2012-06-27 08:30:00,75.5,34.8
70200000,2012-09-14 09:33:00,111.0,80.347
70200000,2012-12-06 09:51:00,41.0,10.15
70200000,2013-05-03 10:21:00,49.0,14.087
70200000,2013-09-05 09:36:00,114.0,85.032
70200000,2013-12-10 09:55:00,91.0,52.7
70200000,2014-04-23 10:26:00,117.0,89.393
70200000,2014-04-23 10:38:00,125.0,100.576
70200000,2014-04-23 11:04:00,132.0,113.118
70200000,2014-08-08 09:55:00,79.0,40.434
70200000,2014-11-19 10:07:00,62.0,23.876
70200000,2015-05-06 09:27:00,80.0,40.498
70200000,2015-05-06 09:27:00,80.0,40.5
70200000,2015-08-20 10:13:00,76.0,37.809
70200000,2015-08-20 10:13:00,76.0,37.8
70200000,2015-11-16 08:49:00,82.0,43.2
70200000,2015-11-16 08:49:00,82.0,43.197
70200000,2016-05-20 06:36:00,75.0,35.122
70200000,2016-05-20 06:36:00,75.0,35.1
70200000,2016-08-24 09:15:00,118.0,88.861
70200000,2016-08-24 09:15:00,118.0,88.9
70200000,2016-11-22 10:04:00,57.0,19.938
70200000,2016-11-22 10:04:00,57.0,19.9
70200000,2017-04-07 09:25:00,112.0,79.76
70200000,2017-04-07 09:25:00,112.0,79.8
70200000,2017-06-12 10:24:00,143.0,133.549
70200000,2017-09-19 10:11:00,55.0,18.5
70200000,2017-09-19 10:11:00,55.0,18.495
70200000,2017-11-20 09:08:00,101.0,68.6
70200000,2017-11-20 09:08:00,101.0,68.573
70200000,2018-04-16 09:08:00,68.0,28.2
70200000,2018-04-16 09:08:00,68.0,28.226
70200000,2018-06-18 09:20:00,71.0,30.186
70200000,2018-06-18 09:20:00,71.0,30.2
70200000,2018-08-17 08:00:00,72.0,30.572
70200000,2018-08-17 08:00:00,72.0,30.6
70200000,2018-10-29 10:43:00,107.0,73.154
70200000,2018-10-29 10:43:00,107.0,73.2
70200000,2019-03-20 09:00:00,72.0,33.4
70200000,2019-05-16 09:28:00,134.0,114.98
70200000,2019-05-16 09:28:00,134.0,115.0
70200000,2019-07-29 09:46:00,59.0,22.5
70200000,2019-07-29 09:46:00,59.0,22.549
70200000,2019-11-28 09:24:00,57.0,19.879
70200000,2019-11-28 09:24:00,57.0,19.9
70200000,2022-01-18 12:07:00,244.0,350.939
70200000,2022-01-18 12:07:00,244.0,351.0
70200000,2022-07-19 11:49:00,105.0,70.354
70200000,2022-07-19 11:49:00,105.0,70.4
70200000,2022-08-17 09:39:00,138.0,126.17
70200000,2022-08-17 09:39:00,138.0,126.0
70200000,2022-10-18 10:11:00,116.0,83.887
70200000,2022-10-18 10:11:00,116.0,83.9
70200000,2023-03-28 10:28:00,90.0,51.262
70200000,2023-03-28 10:28:00,90.0,51.3
70200000,2023-05-26 10:17:00,55.0,17.4
70200000,2023-05-26 10:17:00,55.0,17.429
70200000,2023-09-01 11:05:00,57.0,19.915
70200000,2023-09-01 11:05:00,57.0,19.9
70200000,2023-11-09 09:49:00,110.0,75.9
70200000,2024-08-13 10:51:00,78.0,37.8
70200000,2024-10-25 11:39:00,76.0,33.8
70200000,2025-03-25 08:21:00,45.0,11.8
70200000,2025-06-05 11:37:00,60.0,23.4
70200000,2025-09-25 11:31:00,130.0,105.369
70300000,2000-03-31 07:00:00,46.0,6.6
70300000,2000-07-04 07:00:00,94.0,37.6
70300000,2000-09-19 07:00:00,283.0,488.0
70300000,2000-12-12 07:00:00,46.0,6.3
70300000,2001-06-14 07:00:00,46.0,7.21
70300000,2001-09-12 11:10:00,108.0,51.9
70300000,2001-11-29 14:00:00,142.0,95.5
70300000,2002-04-24 13:10:00,65.0,19.0
70300000,2002-08-10 10:45:00,81.0,31.4
70300000,2002-11-06 10:50:00,94.0,42.8
70300000,2003-01-28 10:00:00,48.0,8.51
70300000,2003-04-21 14:45:00,45.0,5.59
70300000,2003-09-02 09:20:00,34.0,3.78
70300000,2003-11-27 09:00:00,48.0,9.96
70300000,2004-09-02 08:25:00,42.0,4.87
70300000,2004-10-29 08:20:00,61.0,13.55
70300000,2005-07-09 09:40:00,55.0,16.5
70300000,2005-07-27 11:35:00,91.5,38.9
70300000,2005-10-18 13:10:00,168.0,147.0
70300000,2006-09-04 09:45:00,66.0,20.0
70300000,2007-07-05 14:30:00,43.0,8.47
70300000,2007-10-21 09:30:00,80.0,33.5
70300000,2008-05-09 09:00:00,74.0,24.7
70300000,2008-08-31 09:30:00,420.0,8.18
70300000,2008-11-29 10:30:00,69.0,13.6
70300000,2009-05-08 09:00:00,27.0,1.6
70300000,2009-08-15 09:40:00,84.0,29.1
70300000,2009-11-14 10:30:00,145.0,99.8
70300000,2010-03-29 09:50:00,87.5,33.1
70300000,2010-07-08 09:00:00,44.0,8.45
70300000,2010-09-23 13:30:00,188.0,170.0
70300000,2011-01-21 09:20:00,73.5,31.5
70300000,2011-04-27 14:00:00,48.0,9.61
70300000,2011-07-22 09:40:00,167.5,149.0
70300000,2011-10-08 08:00:00,43.0,6.87
70300000,2012-01-12 10:00:00,42.0,5.29
70300000,2012-04-14 09:25:00,32.0,1.8
70300000,2012-07-13 10:30:00,72.0,22.498
70300000,2012-07-13 11:30:00,71.0,31.5
70300000,2012-10-09 12:11:00,56.0,13.384
70300000,2013-02-21 08:59:00,164.0,113.017
70300000,2013-05-23 09:35:00,41.0,5.678
70300000,2013-09-27 09:34:00,96.0,40.991
70300000,2014-02-08 10:14:00,35.0,4.356
70300000,2014-05-29 09:45:00,89.0,34.653
70300000,2014-09-24 14:15:00,65.0,17.489
70300000,2014-09-24 14:34:00,67.0,19.001
70300000,2015-02-07 09:49:00,69.0,20.2
70300000,2015-02-07 09:49:00,69.0,20.161
70300000,2015-05-16 10:33:00,44.0,7.348
70300000,2015-05-16 10:33:00,44.0,7.35
70300000,2015-09-28 09:11:00,218.0,214.309
70300000,2016-02-18 09:39:00,58.0,13.323
70300000,2016-02-18 09:39:00,58.0,13.3
70300000,2016-08-09 09:50:00,51.0,10.472
70300000,2016-08-09 09:50:00,51.0,10.5
70300000,2016-09-22 09:31:00,50.0,10.13
70300000,2016-09-22 09:31:00,50.0,10.1
70300000,2017-03-09 08:43:00,56.0,12.727
70300000,2017-03-09 08:43:00,56.0,12.7
70300000,2017-06-27 13:29:00,51.0,9.86
70300000,2017-07-13 09:28:00,40.0,5.763
70300000,2017-07-13 09:28:00,40.0,5.76
70300000,2017-11-25 08:40:00,49.0,5.85
70300000,2017-11-25 08:40:00,49.0,5.849
70300000,2018-01-25 09:00:00,169.0,124.912
70300000,2018-01-25 09:00:00,169.0,125.0
70300000,2018-06-22 12:45:00,36.0,4.227
70300000,2018-06-22 12:45:00,36.0,4.23
70300000,2018-07-13 09:32:00,57.0,13.072
70300000,2018-07-13 09:32:00,57.0,13.1
70300000,2018-10-20 09:06:00,61.0,15.028
70300000,2018-10-20 09:06:00,61.0,15.0
70300000,2019-02-22 09:05:00,42.0,6.098
70300000,2019-02-22 09:05:00,42.0,6.1
70300000,2019-05-24 09:48:00,102.0,41.8
70300000,2019-05-24 09:48:00,102.0,41.841
70300000,2019-07-26 09:14:00,46.0,7.515
70300000,2019-07-26 09:14:00,46.0,7.51
70300000,2019-10-24 09:01:00,48.0,9.4
70300000,2019-10-24 09:01:00,48.0,9.398
70300000,2020-02-18 08:47:00,37.0,4.716
70300000,2020-02-18 08:47:00,37.0,4.72
70300000,2022-03-17 09:04:00,116.0,58.788
70300000,2022-03-17 09:04:00,116.0,58.8
70300000,2022-06-01 11:28:00,110.0,49.919
70300000,2022-06-01 11:28:00,110.0,49.9
70300000,2022-09-01 14:56:00,49.0,9.2
70300000,2023-02-02 08:45:00,69.0,21.125
70300000,2023-02-02 08:45:00,69.0,21.1
70300000,2023-05-24 09:50:00,37.0,4.48
70300000,2023-05-24 09:50:00,37.0,4.481
70300000,2023-07-21 09:27:00,73.0,20.8
70300000,2023-10-04 15:33:00,370.0,477.289
70300000,2023-10-05 12:34:00,164.0,118.403
70300000,2023-10-24 15:18:00,81.0,26.011
70300000,2024-02-22 09:09:00,77.0,24.565
70300000,2024-07-30 15:27:00,65.0,17.175
70300000,2024-10-17 10:48:00,77.0,24.8
70300000,2025-05-12 13:44:00,38.0,4.757
70300000,2025-10-23 13:35:00,52.0,10.086
70300000,2026-03-03 10:44:00,33.0,3.07
70500000,2000-04-03 07:00:00,83.0,2.9
70500000,2000-06-22 11:00:00,106.0,14.6
70500000,2000-10-04 07:00:00,101.0,10.7
70500000,2000-12-20 07:00:00,94.0,7.6
70500000,2000-12-26 07:00:00,94.0,7.6
70500000,2001-06-15 07:00:00,90.0,5.09
70500000,2001-09-14 16:30:00,98.0,9.72
70500000,2001-12-03 11:20:00,103.0,12.5
70500000,2002-04-25 10:25:00,88.0,5.35
70500000,2002-08-12 13:00:00,102.0,11.3
70500000,2002-11-07 14:05:00,112.0,16.1
70500000,2003-02-04 11:30:00,83.0,1.68
70500000,2003-04-22 09:40:00,86.0,2.77
70500000,2003-09-09 09:30:00,85.0,2.21
70500000,2003-12-02 11:00:00,90.0,5.57
70500000,2004-09-07 10:35:00,84.0,2.22
70500000,2004-11-02 11:50:00,96.0,4.96
70500000,2005-07-11 10:50:00,91.0,8.79
70500000,2005-07-26 09:30:00,123.0,26.1
70500000,2005-10-19 11:05:00,144.0,46.9
70500000,2006-08-22 14:15:00,106.0,17.5
70500000,2007-07-17 11:00:00,113.0,21.4
70500000,2007-10-24 11:40:00,100.0,12.6
70500000,2008-05-17 09:45:00,90.0,6.19
70500000,2008-09-08 11:00:00,116.0,20.4
70500000,2008-12-03 10:00:00,96.0,7.57
70500000,2009-05-18 09:30:00,83.0,3.42
70500000,2009-08-16 09:30:00,110.0,17.8
70500000,2009-11-17 09:30:00,137.0,35.2
70500000,2010-03-19 10:10:00,89.0,7.15
70500000,2010-07-15 10:50:00,97.0,10.7
70500000,2010-09-28 09:10:00,107.0,16.9
70500000,2011-01-24 13:30:00,108.0,15.1
70500000,2011-04-30 11:00:00,89.0,6.39
70500000,2011-07-26 09:40:00,113.0,22.3
70500000,2011-10-11 08:40:00,88.0,6.57
70500000,2012-01-17 12:00:00,96.0,10.5
70500000,2012-04-19 11:20:00,77.0,1.72
70500000,2012-10-19 09:39:00,90.0,4.557
70500000,2013-02-28 07:39:00,102.0,9.068
70500000,2013-05-31 14:23:00,87.0,3.344
70500000,2013-10-05 10:19:00,111.0,15.952
70500000,2014-02-17 11:34:00,81.0,1.906
70500000,2014-06-02 11:05:00,139.0,35.31
70500000,2014-10-02 09:53:00,138.0,34.864
70500000,2015-02-11 10:45:00,88.0,4.02
70500000,2015-02-11 10:45:00,88.0,4.023
70500000,2015-05-19 10:23:00,84.0,2.399
70500000,2015-05-19 10:23:00,84.0,2.4
70500000,2015-09-29 10:16:00,146.0,41.7
70500000,2015-09-29 10:16:00,146.0,41.712
70500000,2016-02-25 10:13:00,122.0,23.813
70500000,2016-02-25 10:13:00,122.0,23.8
70500000,2016-06-13 11:44:00,89.0,6.19
70500000,2016-09-26 09:54:00,90.0,3.821
70500000,2016-09-26 09:54:00,90.0,3.82
70500000,2017-03-13 09:40:00,90.0,4.368
70500000,2017-03-13 09:40:00,90.0,4.37
70500000,2017-06-20 12:50:00,105.0,11.8
70500000,2017-07-19 10:37:00,86.0,2.79
70500000,2017-09-19 10:37:00,86.0,2.79
70500000,2017-09-19 10:37:00,86.0,2.787
70500000,2017-11-22 09:56:00,84.0,2.23
70500000,2017-11-22 09:56:00,84.0,2.227
70500000,2017-11-22 11:48:00,84.0,2.826
70500000,2018-01-26 10:01:00,112.0,16.035
70500000,2018-01-26 10:01:00,112.0,16.0
70500000,2018-06-20 10:58:00,84.0,2.567
70500000,2018-06-20 10:58:00,84.0,2.57
70500000,2018-07-16 09:45:00,92.0,6.137
70500000,2018-07-16 09:45:00,92.0,6.14
70500000,2018-10-22 09:03:00,93.0,5.718
70500000,2018-10-22 09:03:00,93.0,5.72
70500000,2019-02-28 09:43:00,89.0,4.23
70500000,2019-02-28 09:43:00,89.0,4.233
70500000,2019-05-17 10:24:00,105.0,11.3
70500000,2019-05-17 10:24:00,105.0,11.272
70500000,2019-07-29 09:16:00,89.0,4.08
70500000,2019-10-29 09:01:00,109.0,14.4
70500000,2019-10-29 09:01:00,109.0,14.418
70500000,2020-02-05 10:41:00,79.0,1.473
70500000,2020-02-05 10:41:00,79.0,1.47
70500000,2022-03-18 09:42:00,104.0,12.814
70500000,2022-03-18 09:42:00,104.0,12.8
70500000,2022-06-04 12:01:00,127.0,22.573
70500000,2022-06-04 12:01:00,127.0,22.6
70500000,2022-09-12 11:38:00,91.0,4.99
70500000,2023-02-07 11:27:00,91.0,5.67
70500000,2023-02-07 11:27:00,91.0,5.668
70500000,2023-05-29 09:24:00,86.0,3.18
70500000,2023-07-26 09:34:00,97.0,7.909
70500000,2023-07-26 09:34:00,97.0,7.91
70500000,2023-10-31 09:44:00,191.0,84.846
70500000,2024-02-28 12:06:00,124.0,23.01
70500000,2024-08-02 09:49:00,95.0,6.817
70500000,2024-10-21 10:28:00,98.0,8.85
70500000,2025-05-05 09:34:00,77.0,1.067
70500000,2025-11-04 09:53:00,88.0,7.44
70500000,2026-02-25 11:28:00,79.0,1.84
71200000,2000-04-14 07:00:00,353.0,62.0
71200000,2000-06-20 07:00:00,206.0,35.7
71200000,2000-09-26 07:00:00,610.0,96.1
71200000,2000-12-14 07:00:00,124.0,11.5
71200000,2001-06-19 07:00:00,133.0,14.6
71200000,2001-09-18 09:25:00,154.0,23.3
71200000,2001-12-05 13:35:00,210.0,43.6
71200000,2002-05-01 15:00:00,154.0,23.2
71200000,2002-08-20 15:00:00,176.0,29.6
71200000,2002-11-13 15:00:00,237.0,44.8
71200000,2003-01-30 14:20:00,123.0,10.5
71200000,2003-04-24 09:45:00,112.0,8.43
71200000,2003-09-04 10:00:00,97.0,4.68
71200000,2003-12-03 09:50:00,117.5,10.9
71200000,2004-09-09 08:15:00,101.0,6.09
71200000,2004-11-04 08:30:00,184.0,28.9
71200000,2005-07-13 14:30:00,127.0,14.2
71200000,2005-07-26 16:05:00,302.0,40.9
71200000,2005-10-25 13:30:00,366.0,40.8
71200000,2006-08-17 14:25:00,704.0,251.0
71200000,2007-07-10 10:45:00,604.0,204.0
71200000,2007-10-26 10:30:00,150.0,20.1
71200000,2008-05-14 08:30:00,147.5,17.8
71200000,2008-09-04 09:10:00,107.0,7.84
71200000,2008-12-08 08:55:00,152.5,13.1
71200000,2009-05-12 11:00:00,107.0,7.83
71200000,2009-08-19 08:50:00,268.0,54.8
71200000,2009-11-15 08:40:00,328.5,71.3
71200000,2010-04-01 11:10:00,173.0,25.8
71200000,2010-07-20 09:30:00,459.5,123.0
71200000,2010-09-30 09:10:00,176.5,29.4
71200000,2011-01-31 14:10:00,418.0,75.1
71200000,2011-05-05 09:20:00,113.0,8.73
71200000,2011-08-03 09:45:00,430.0,84.4
71200000,2011-10-14 08:55:00,370.5,76.2
71200000,2012-01-25 09:50:00,403.5,121.0
71200000,2012-04-18 08:35:00,100.0,4.98
71200000,2012-07-17 09:27:00,118.0,9.904
71200000,2012-10-17 08:35:00,134.0,14.71
71200000,2013-02-26 09:01:00,209.0,39.671
71200000,2013-05-27 09:24:00,101.0,6.093
71200000,2013-10-02 09:35:00,444.0,34.184
71200000,2014-02-18 10:23:00,155.0,21.618
71200000,2014-06-05 09:38:00,177.0,28.143
71200000,2014-10-01 09:11:00,675.0,144.2
71200000,2015-02-18 09:47:00,208.0,36.5
71200000,2015-02-18 09:47:00,208.0,36.51
71200000,2015-05-18 11:44:00,143.0,16.9
71200000,2015-05-18 11:44:00,143.0,16.859
71200000,2015-10-01 09:23:00,738.0,73.754
71200000,2016-02-24 08:57:00,189.0,33.1
71200000,2016-06-16 10:37:00,121.0,11.564
71200000,2016-06-16 10:37:00,121.0,11.6
71200000,2016-09-23 09:41:00,122.0,11.385
71200000,2016-09-23 09:41:00,122.0,11.4
71200000,2017-03-16 08:54:00,129.0,12.954
71200000,2017-03-16 08:54:00,129.0,13.0
71200000,2017-06-26 10:08:00,145.0,17.0
71200000,2017-06-26 10:08:00,145.0,16.999
71200000,2017-07-20 09:14:00,120.0,10.559
71200000,2017-07-20 09:14:00,120.0,10.6
71200000,2017-11-23 10:25:00,118.0,10.2
71200000,2017-11-23 10:25:00,118.0,10.199
71200000,2018-01-30 09:10:00,259.0,32.641
71200000,2018-01-30 09:10:00,259.0,32.6
71200000,2018-06-25 10:13:00,103.0,6.934
71200000,2018-06-25 10:13:00,103.0,6.93
71200000,2018-07-23 09:38:00,127.0,12.531
71200000,2018-07-23 09:38:00,127.0,12.5
71200000,2018-10-25 13:38:00,156.0,21.8
71200000,2018-10-25 13:38:00,156.0,21.83
71200000,2019-03-08 09:12:00,180.0,27.6
71200000,2019-03-08 09:12:00,180.0,27.614
71200000,2019-05-23 13:50:00,250.0,50.9
71200000,2019-05-23 13:50:00,250.0,50.921
71200000,2019-07-31 09:10:00,114.0,9.457
71200000,2019-07-31 09:10:00,114.0,9.46
71200000,2019-10-31 11:09:00,128.0,13.36
71200000,2019-10-31 11:09:00,128.0,13.4
71200000,2020-02-07 09:55:00,208.0,37.369
71200000,2020-02-07 09:55:00,208.0,37.4
71200000,2022-03-21 09:09:00,172.0,26.2
71200000,2022-06-16 09:48:00,165.0,24.7
71200000,2022-06-16 09:48:00,165.0,24.745
71200000,2022-09-08 09:40:00,145.0,17.448
71200000,2022-09-08 09:40:00,145.0,17.4
71200000,2023-02-08 09:04:00,220.0,32.5
71200000,2023-05-26 10:06:00,106.0,6.89
71200000,2023-08-01 09:50:00,133.0,14.245
71200000,2023-08-01 09:50:00,133.0,14.2
71200000,2023-10-27 09:06:00,292.0,32.33
71200000,2024-03-05 09:00:00,325.0,70.845
71200000,2024-08-05 10:45:00,140.0,16.452
71200000,2024-10-25 10:07:00,181.0,31.3
71200000,2025-05-06 08:56:00,103.0,6.532
71200000,2025-11-05 09:13:00,189.0,22.901
71200000,2026-02-26 09:59:00,204.0,37.4
71250000,2000-04-15 07:00:00,198.0,13.4
71250000,2000-06-16 07:00:00,87.0,1.5
71250000,2000-09-25 07:00:00,511.0,77.23
71250000,2000-12-15 07:00:00,124.0,3.4
71250000,2001-06-18 07:00:00,166.0,9.28
71250000,2001-09-17 15:40:00,154.0,7.68
71250000,2001-12-06 09:50:00,378.0,49.8
71250000,2002-05-02 10:40:00,162.0,8.32
71250000,2002-08-20 09:30:00,171.0,9.97
71250000,2002-11-14 15:30:00,176.0,10.5
71250000,2003-01-31 09:15:00,120.0,2.86
71250000,2003-04-25 08:30:00,116.0,2.4
71250000,2003-09-05 11:00:00,93.0,0.983
71250000,2003-12-03 13:20:00,133.0,4.8
71250000,2004-09-10 08:15:00,97.0,1.44
71250000,2004-11-05 07:50:00,173.0,9.89
71250000,2005-07-14 10:30:00,133.0,6.29
71250000,2005-07-27 07:50:00,240.0,19.5
71250000,2005-10-24 16:00:00,190.0,12.6
71250000,2006-08-18 08:20:00,418.0,45.6
71250000,2007-07-11 10:15:00,345.0,35.6
71250000,2007-10-25 16:10:00,149.0,7.65
71250000,2008-05-13 10:20:00,146.0,6.98
71250000,2008-09-03 10:00:00,107.0,2.6
71250000,2008-12-04 14:25:00,161.0,6.39
71250000,2009-05-13 08:30:00,117.0,4.25
71250000,2009-08-18 08:50:00,217.0,19.4
71250000,2009-11-19 09:20:00,159.0,7.63
71250000,2010-04-05 10:10:00,137.0,3.95
71250000,2010-07-13 13:20:00,227.5,22.2
71250000,2010-09-29 10:30:00,155.0,8.38
71250000,2011-02-02 09:30:00,265.0,27.9
71250000,2011-05-10 12:00:00,108.0,2.67
71250000,2011-08-02 09:35:00,320.0,32.1
71250000,2011-10-17 08:50:00,169.5,9.46
71250000,2012-01-27 09:30:00,211.0,17.5
71250000,2012-04-16 11:10:00,131.0,3.2
71250000,2012-07-16 11:45:00,127.0,3.193
71250000,2012-07-16 13:40:00,127.0,3.1
71250000,2012-10-16 08:17:00,130.0,3.644
71250000,2013-02-23 09:38:00,178.0,11.332
71250000,2013-05-28 11:29:00,113.0,1.85
71250000,2013-10-03 13:30:00,170.0,9.845
71250000,2014-02-14 14:07:00,161.0,8.116
71250000,2014-06-03 15:06:00,188.0,14.411
71250000,2014-09-29 14:28:00,401.0,59.813
71250000,2015-02-19 14:23:00,180.0,12.443
71250000,2015-02-19 14:23:00,180.0,12.4
71250000,2015-05-22 09:57:00,146.0,5.455
71250000,2015-05-22 09:57:00,146.0,5.45
71250000,2015-09-30 11:56:00,535.0,75.567
71250000,2015-09-30 11:56:00,535.0,75.6
71250000,2016-02-22 10:43:00,161.0,7.754
71250000,2016-02-22 10:43:00,161.0,7.75
71250000,2016-06-11 10:07:00,145.0,5.012
71250000,2016-06-11 10:07:00,145.0,5.01
71250000,2016-09-30 09:12:00,128.0,2.983
71250000,2016-09-30 09:12:00,128.0,2.98
71250000,2017-03-10 08:56:00,155.0,6.547
71250000,2017-03-10 08:56:00,155.0,6.55
71250000,2017-06-24 09:56:00,165.0,7.53
71250000,2017-07-17 09:55:00,134.0,2.92
71250000,2017-07-17 09:55:00,134.0,2.925
71250000,2017-11-29 10:43:00,128.0,3.09
71250000,2018-01-27 09:56:00,308.0,27.069
71250000,2018-01-27 09:56:00,308.0,27.1
71250000,2018-06-26 10:07:00,198.0,18.9
71250000,2018-06-26 12:41:00,222.0,23.651
71250000,2018-07-20 08:39:00,146.0,5.395
71250000,2018-07-20 08:39:00,146.0,5.39
71250000,2018-10-25 09:27:00,149.0,6.034
71250000,2018-10-25 09:27:00,149.0,6.03
71250000,2019-03-07 11:52:00,165.0,8.91
71250000,2019-03-07 11:52:00,165.0,8.915
71250000,2019-05-23 09:50:00,172.0,10.2
71250000,2019-05-23 09:50:00,172.0,10.203
71250000,2019-08-02 09:21:00,133.0,3.26
71250000,2019-08-02 09:21:00,133.0,3.264
71250000,2019-10-28 12:10:00,178.0,11.785
71250000,2019-10-28 12:10:00,178.0,11.8
71250000,2020-02-10 13:30:00,200.0,16.906
71250000,2020-02-10 13:30:00,200.0,16.9
71250000,2022-03-22 11:16:00,166.0,8.957
71250000,2022-03-22 11:16:00,166.0,8.96
71250000,2022-06-17 09:18:00,166.0,8.14
71250000,2022-09-06 10:05:00,144.0,4.11
71250000,2023-02-10 11:57:00,388.0,52.7
71250000,2023-02-10 11:57:00,388.0,52.686
