cota_cm,cota_m,vazao_m3s,rating_curve_id,segment_number,vigencia_inicio,vigencia_fin,coeficiente_a,coeficiente_h0_cm,coeficiente_n
975.0,9.75,13485.06,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
976.0,9.76,13511.235,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
977.0,9.77,13537.433,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
978.0,9.78,13563.656,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
979.0,9.79,13589.902,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
980.0,9.8,13616.173,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
981.0,9.81,13642.467,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
982.0,9.82,13668.786,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
983.0,9.83,13695.128,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
984.0,9.84,13721.494,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
985.0,9.85,13747.884,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
986.0,9.86,13774.298,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
987.0,9.87,13800.736,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
988.0,9.88,13827.198,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
989.0,9.89,13853.683,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
990.0,9.9,13880.193,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
991.0,9.91,13906.727,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
992.0,9.92,13933.284,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
993.0,9.93,13959.865,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
994.0,9.94,13986.471,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
995.0,9.95,14013.1,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
996.0,9.96,14039.753,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
997.0,9.97,14066.43,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
998.0,9.98,14093.131,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
999.0,9.99,14119.855,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1000.0,10.0,14146.604,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1001.0,10.01,14173.376,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1002.0,10.02,14200.173,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1003.0,10.03,14226.993,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1004.0,10.04,14253.837,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1005.0,10.05,14280.705,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1006.0,10.06,14307.597,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1007.0,10.07,14334.512,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1008.0,10.08,14361.452,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1009.0,10.09,14388.415,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1010.0,10.1,14415.403,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1011.0,10.11,14442.414,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1012.0,10.12,14469.449,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1013.0,10.13,14496.508,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1014.0,10.14,14523.59,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1015.0,10.15,14550.697,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1016.0,10.16,14577.827,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1017.0,10.17,14604.981,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1018.0,10.18,14632.159,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1019.0,10.19,14659.361,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1020.0,10.2,14686.587,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1021.0,10.21,14713.836,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1022.0,10.22,14741.11,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1023.0,10.23,14768.407,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1024.0,10.24,14795.728,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1025.0,10.25,14823.073,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1026.0,10.26,14850.441,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1027.0,10.27,14877.834,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1028.0,10.28,14905.25,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1029.0,10.29,14932.69,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1030.0,10.3,14960.154,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1031.0,10.31,14987.642,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1032.0,10.32,15015.153,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1033.0,10.33,15042.689,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1034.0,10.34,15070.248,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1035.0,10.35,15097.831,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1036.0,10.36,15125.437,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1037.0,10.37,15153.068,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1038.0,10.38,15180.722,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1039.0,10.39,15208.4,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1040.0,10.4,15236.102,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1041.0,10.41,15263.828,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1042.0,10.42,15291.577,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1043.0,10.43,15319.35,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1044.0,10.44,15347.147,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1045.0,10.45,15374.968,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1046.0,10.46,15402.812,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1047.0,10.47,15430.68,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1048.0,10.48,15458.572,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1049.0,10.49,15486.488,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1050.0,10.5,15514.428,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1051.0,10.51,15542.391,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1052.0,10.52,15570.378,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1053.0,10.53,15598.389,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1054.0,10.54,15626.423,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1055.0,10.55,15654.482,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1056.0,10.56,15682.564,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1057.0,10.57,15710.669,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1058.0,10.58,15738.799,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1059.0,10.59,15766.952,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1060.0,10.6,15795.129,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1061.0,10.61,15823.33,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1062.0,10.62,15851.554,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1063.0,10.63,15879.802,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1064.0,10.64,15908.074,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1065.0,10.65,15936.37,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1066.0,10.66,15964.689,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1067.0,10.67,15993.032,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1068.0,10.68,16021.399,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1069.0,10.69,16049.789,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1070.0,10.7,16078.204,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1071.0,10.71,16106.641,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1072.0,10.72,16135.103,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1073.0,10.73,16163.588,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1074.0,10.74,16192.097,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1075.0,10.75,16220.63,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1076.0,10.76,16249.186,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1077.0,10.77,16277.767,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1078.0,10.78,16306.37,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1079.0,10.79,16334.998,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1080.0,10.8,16363.649,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1081.0,10.81,16392.324,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1082.0,10.82,16421.022,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1083.0,10.83,16449.745,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1084.0,10.84,16478.49,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1085.0,10.85,16507.26,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1086.0,10.86,16536.053,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1087.0,10.87,16564.87,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1088.0,10.88,16593.711,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1089.0,10.89,16622.575,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1090.0,10.9,16651.463,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1091.0,10.91,16680.374,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1092.0,10.92,16709.31,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1093.0,10.93,16738.268,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1094.0,10.94,16767.251,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1095.0,10.95,16796.257,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1096.0,10.96,16825.287,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1097.0,10.97,16854.34,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1098.0,10.98,16883.418,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1099.0,10.99,16912.518,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1100.0,11.0,16941.643,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1101.0,11.01,16970.791,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1102.0,11.02,16999.962,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1103.0,11.03,17029.158,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1104.0,11.04,17058.377,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1105.0,11.05,17087.619,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1106.0,11.06,17116.885,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1107.0,11.07,17146.175,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1108.0,11.08,17175.489,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1109.0,11.09,17204.826,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1110.0,11.1,17234.186,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1111.0,11.11,17263.571,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1112.0,11.12,17292.979,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1113.0,11.13,17322.41,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1114.0,11.14,17351.865,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1115.0,11.15,17381.344,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1116.0,11.16,17410.846,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1117.0,11.17,17440.372,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1118.0,11.18,17469.922,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1119.0,11.19,17499.495,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1120.0,11.2,17529.092,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1121.0,11.21,17558.712,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1122.0,11.22,17588.356,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
1123.0,11.23,17618.023,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
