cota_cm,cota_m,vazao_m3s,rating_curve_id,segment_number,vigencia_inicio,vigencia_fin,coeficiente_a,coeficiente_h0_cm,coeficiente_n
466.0,4.66,3338.681,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
467.0,4.67,3352.235,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
468.0,4.68,3365.816,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
469.0,4.69,3379.423,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
470.0,4.7,3393.055,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
471.0,4.71,3406.714,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
472.0,4.72,3420.398,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
473.0,4.73,3434.108,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
474.0,4.74,3447.844,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
475.0,4.75,3461.606,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
476.0,4.76,3475.394,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
477.0,4.77,3489.207,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
478.0,4.78,3503.047,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
479.0,4.79,3516.912,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
480.0,4.8,3530.803,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
481.0,4.81,3544.72,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
482.0,4.82,3558.663,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
483.0,4.83,3572.632,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
484.0,4.84,3586.626,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
485.0,4.85,3600.646,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
486.0,4.86,3614.692,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
487.0,4.87,3628.764,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
488.0,4.88,3642.862,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
489.0,4.89,3656.985,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
490.0,4.9,3671.134,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
491.0,4.91,3685.309,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
492.0,4.92,3699.51,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
493.0,4.93,3713.736,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
494.0,4.94,3727.988,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
495.0,4.95,3742.266,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
496.0,4.96,3756.57,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
497.0,4.97,3770.899,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
498.0,4.98,3785.255,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
499.0,4.99,3799.636,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
500.0,5.0,3814.042,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
501.0,5.01,3828.475,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
502.0,5.02,3842.933,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
503.0,5.03,3857.416,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
504.0,5.04,3871.926,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
505.0,5.05,3886.461,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
506.0,5.06,3901.022,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
507.0,5.07,3915.608,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
508.0,5.08,3930.221,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
509.0,5.09,3944.858,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
510.0,5.1,3959.522,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
511.0,5.11,3974.211,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
512.0,5.12,3988.926,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
513.0,5.13,4003.667,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
514.0,5.14,4018.433,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
515.0,5.15,4033.225,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
516.0,5.16,4048.042,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
517.0,5.17,4062.885,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
518.0,5.18,4077.754,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
519.0,5.19,4092.648,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
520.0,5.2,4107.568,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
521.0,5.21,4122.514,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
522.0,5.22,4137.485,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
523.0,5.23,4152.481,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
524.0,5.24,4167.504,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
525.0,5.25,4182.552,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
526.0,5.26,4197.625,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
527.0,5.27,4212.724,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
528.0,5.28,4227.849,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
529.0,5.29,4242.999,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
530.0,5.3,4258.175,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
531.0,5.31,4273.376,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
532.0,5.32,4288.603,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
533.0,5.33,4303.856,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
534.0,5.34,4319.134,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
535.0,5.35,4334.437,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
536.0,5.36,4349.766,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
537.0,5.37,4365.121,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
538.0,5.38,4380.501,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
539.0,5.39,4395.907,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
540.0,5.4,4411.338,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
541.0,5.41,4426.794,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
542.0,5.42,4442.276,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
543.0,5.43,4457.784,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
544.0,5.44,4473.317,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
545.0,5.45,4488.876,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
546.0,5.46,4504.46,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
547.0,5.47,4520.07,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
548.0,5.48,4535.705,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
549.0,5.49,4551.365,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
550.0,5.5,4567.051,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
551.0,5.51,4582.762,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
552.0,5.52,4598.499,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
553.0,5.53,4614.262,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
554.0,5.54,4630.049,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
555.0,5.55,4645.863,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
556.0,5.56,4661.701,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
557.0,5.57,4677.565,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
558.0,5.58,4693.455,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
559.0,5.59,4709.37,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
560.0,5.6,4725.31,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
561.0,5.61,4741.276,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
562.0,5.62,4757.267,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
563.0,5.63,4773.283,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
564.0,5.64,4789.325,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
565.0,5.65,4805.392,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
566.0,5.66,4821.485,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
567.0,5.67,4837.603,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
568.0,5.68,4853.747,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
569.0,5.69,4869.915,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
570.0,5.7,4886.11,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
571.0,5.71,4902.329,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
572.0,5.72,4918.574,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
573.0,5.73,4934.844,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
574.0,5.74,4951.14,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
575.0,5.75,4967.461,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
576.0,5.76,4983.807,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
577.0,5.77,5000.178,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
578.0,5.78,5016.575,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
579.0,5.79,5032.998,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
580.0,5.8,5049.445,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
581.0,5.81,5065.918,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
582.0,5.82,5082.416,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
583.0,5.83,5098.94,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
584.0,5.84,5115.488,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
585.0,5.85,5132.062,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
586.0,5.86,5148.662,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
587.0,5.87,5165.286,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
588.0,5.88,5181.936,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
589.0,5.89,5198.611,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
590.0,5.9,5215.312,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
591.0,5.91,5232.038,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
592.0,5.92,5248.789,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
593.0,5.93,5265.565,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
594.0,5.94,5282.366,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
595.0,5.95,5299.193,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
596.0,5.96,5316.045,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
597.0,5.97,5332.922,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
598.0,5.98,5349.825,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
599.0,5.99,5366.752,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
600.0,6.0,5383.705,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
601.0,6.01,5400.683,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
602.0,6.02,5417.687,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
603.0,6.03,5434.715,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
604.0,6.04,5451.769,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
605.0,6.05,5468.848,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
606.0,6.06,5485.952,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
607.0,6.07,5503.082,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
608.0,6.08,5520.236,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
609.0,6.09,5537.416,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
610.0,6.1,5554.621,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
611.0,6.11,5571.851,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
612.0,6.12,5589.106,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
613.0,6.13,5606.386,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
614.0,6.14,5623.692,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
615.0,6.15,5641.023,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
616.0,6.16,5658.379,74100000_2024-01-01 00:00:00.0_2026-12-31 00:00:00.0,3,2024-01-01 00:00:00.0,2026-12-31 00:00:00.0,180.746,-0.71,1.893
